"행정구역","2022년06월_총인구수","2022년06월_세대수","2022년06월_세대당 인구","2022년06월_남자 인구수","2022년06월_여자 인구수","2022년06월_남여 비율"
"경기도 시흥시 대야동(4139051000)","44,174","18,924","          2.33","22,317","21,857","          1.02"
"경기도 시흥시 신천동(4139052000)","35,789","16,596","          2.16","18,447","17,342","          1.06"
"경기도 시흥시 신현동(4139053100)","9,840","4,485","          2.19","5,174","4,666","          1.11"
"경기도 시흥시 은행동(4139054000)","55,917","20,871","          2.68","27,897","28,020","          1.00"
"경기도 시흥시 매화동(4139055000)","12,086","5,344","          2.26","6,355","5,731","          1.11"
"경기도 시흥시 목감동(4139057000)","42,012","17,299","          2.43","21,297","20,715","          1.03"
"경기도 시흥시 군자동(4139058100)","21,525","9,572","          2.25","11,246","10,279","          1.09"
"경기도 시흥시 월곶동(4139058200)","16,545","7,971","          2.08","8,616","7,929","          1.09"
"경기도 시흥시 정왕본동(4139058900)","20,250","13,662","          1.48","12,794","7,456","          1.72"
"경기도 시흥시 정왕1동(4139059100)","22,948","13,871","          1.65","13,754","9,194","          1.50"
"경기도 시흥시 정왕2동(4139059200)","32,076","14,163","          2.26","17,498","14,578","          1.20"
"경기도 시흥시 정왕3동(4139059300)","22,965","11,234","          2.04","12,986","9,979","          1.30"
"경기도 시흥시 정왕4동(4139059400)","20,678","7,491","          2.76","10,254","10,424","          0.98"
"경기도 시흥시 배곧1동(4139059600)","35,345","12,115","          2.92","17,567","17,778","          0.99"
"경기도 시흥시 배곧2동(4139059700)","35,252","15,324","          2.30","18,426","16,826","          1.10"
"경기도 시흥시 과림동(4139062100)","1,918","1,221","          1.57","1,176","742","          1.58"
"경기도 시흥시 연성동(4139063000)","24,685","9,638","          2.56","12,607","12,078","          1.04"
"경기도 시흥시 장곡동(4139063100)","34,622","13,313","          2.60","17,481","17,141","          1.02"
"경기도 시흥시 능곡동(4139064000)","25,301","10,379","          2.44","12,563","12,738","          0.99"
"경기도 군포시 (4141000000)","267,712","114,165","          2.34","132,818","134,894","          0.98"
"경기도 군포시 군포1동(4141051000)","33,270","15,810","          2.10","17,569","15,701","          1.12"
"경기도 군포시 군포2동(4141052000)","43,298","16,485","          2.63","21,533","21,765","          0.99"
"경기도 군포시 산본1동(4141054000)","15,709","8,630","          1.82","7,932","7,777","          1.02"
"경기도 군포시 산본2동(4141055000)","26,179","9,956","          2.63","12,645","13,534","          0.93"
"경기도 군포시 금정동(4141056000)","19,149","9,520","          2.01","9,993","9,156","          1.09"
"경기도 군포시 재궁동(4141057000)","18,251","8,479","          2.15","8,641","9,610","          0.90"
"경기도 군포시 오금동(4141058000)","21,131","8,692","          2.43","10,223","10,908","          0.94"
"경기도 군포시 수리동(4141059000)","16,007","7,139","          2.24","7,626","8,381","          0.91"
"경기도 군포시 궁내동(4141060000)","20,284","6,982","          2.91","9,943","10,341","          0.96"
"경기도 군포시 대야동(4141061000)","9,600","3,943","          2.43","4,805","4,795","          1.00"
"경기도 군포시 광정동(4141062000)","24,266","10,340","          2.35","11,768","12,498","          0.94"
"경기도 군포시 송부동(4141063000)","20,568","8,189","          2.51","10,140","10,428","          0.97"
"경기도 의왕시 (4143000000)","161,334","65,379","          2.47","80,052","81,282","          0.98"
"경기도 의왕시 고천동(4143051000)","14,051","6,703","          2.10","7,130","6,921","          1.03"
"경기도 의왕시 부곡동(4143052000)","28,298","12,174","          2.32","14,353","13,945","          1.03"
"경기도 의왕시 오전동(4143053000)","39,096","14,824","          2.64","19,442","19,654","          0.99"
"경기도 의왕시 내손1동(4143054000)","20,426","8,254","          2.47","9,961","10,465","          0.95"
"경기도 의왕시 내손2동(4143055000)","22,163","8,093","          2.74","10,855","11,308","          0.96"
"경기도 의왕시 청계동(4143056000)","37,300","15,331","          2.43","18,311","18,989","          0.96"
"경기도 하남시 (4145000000)","323,790","140,009","          2.31","161,887","161,903","          1.00"
"경기도 하남시 천현동(4145051000)","7,286","4,115","          1.77","4,031","3,255","          1.24"
"경기도 하남시 신장1동(4145052000)","6,741","3,758","          1.79","3,525","3,216","          1.10"
"경기도 하남시 신장2동(4145053000)","46,623","19,617","          2.38","23,013","23,610","          0.97"
"경기도 하남시 덕풍1동(4145054000)","15,246","6,899","          2.21","7,769","7,477","          1.04"
"경기도 하남시 덕풍2동(4145055000)","18,732","9,150","          2.05","9,459","9,273","          1.02"
"경기도 하남시 덕풍3동(4145056000)","25,602","10,894","          2.35","12,697","12,905","          0.98"
"경기도 하남시 풍산동(4145057000)","29,838","11,127","          2.68","14,724","15,114","          0.97"
"경기도 하남시 감북동(4145058000)","2,745","1,524","          1.80","1,515","1,230","          1.23"
"경기도 하남시 감일동(4145058200)","32,382","11,959","          2.71","16,192","16,190","          1.00"
"경기도 하남시 위례동(4145058500)","30,289","10,665","          2.84","14,866","15,423","          0.96"
"경기도 하남시 춘궁동(4145059000)","3,721","2,093","          1.78","2,118","1,603","          1.32"
"경기도 하남시 초이동(4145060000)","3,470","1,982","          1.75","1,971","1,499","          1.31"
"경기도 하남시 미사1동(4145061000)","53,775","27,611","          1.95","26,740","27,035","          0.99"
"경기도 하남시 미사2동(4145062000)","47,340","18,615","          2.54","23,267","24,073","          0.97"
"경기도 용인시 (4146000000)","1,077,609","432,059","          2.49","534,851","542,758","          0.99"
"경기도 용인시 처인구 (4146100000)","261,898","116,096","          2.26","134,598","127,300","          1.06"
"경기도 용인시 처인구 포곡읍(4146125000)","33,787","14,681","          2.30","17,472","16,315","          1.07"
"경기도 용인시 처인구 모현읍(4146125300)","27,060","12,431","          2.18","14,173","12,887","          1.10"
"경기도 용인시 처인구 이동읍(4146125600)","20,487","9,143","          2.24","10,523","9,964","          1.06"
"경기도 용인시 처인구 남사읍(4146125900)","23,931","9,900","          2.42","12,091","11,840","          1.02"
"경기도 용인시 처인구 원삼면(4146134000)","8,101","4,017","          2.02","4,240","3,861","          1.10"
"경기도 용인시 처인구 백암면(4146135000)","8,881","4,931","          1.80","4,839","4,042","          1.20"
"경기도 용인시 처인구 양지면(4146136000)","20,496","9,340","          2.19","11,027","9,469","          1.16"
"경기도 용인시 처인구 중앙동(4146151000)","25,159","12,403","          2.03","12,775","12,384","          1.03"
"경기도 용인시 처인구 역북동(4146152500)","31,919","13,945","          2.29","16,122","15,797","          1.02"
"경기도 용인시 처인구 삼가동(4146152600)","12,555","4,831","          2.60","6,165","6,390","          0.96"
"경기도 용인시 처인구 유림동(4146153000)","36,310","14,418","          2.52","18,345","17,965","          1.02"
"경기도 용인시 처인구 동부동(4146154000)","13,212","6,056","          2.18","6,826","6,386","          1.07"
"경기도 용인시 기흥구 (4146300000)","439,877","174,438","          2.52","217,063","222,814","          0.97"
"경기도 용인시 기흥구 신갈동(4146351000)","38,037","16,130","          2.36","18,969","19,068","          0.99"
"경기도 용인시 기흥구 영덕1동(4146351600)","30,257","11,801","          2.56","15,063","15,194","          0.99"
"경기도 용인시 기흥구 영덕2동(4146351700)","17,479","7,229","          2.42","8,622","8,857","          0.97"
"경기도 용인시 기흥구 구갈동(4146352000)","41,461","18,147","          2.28","20,775","20,686","          1.00"
"경기도 용인시 기흥구 상갈동(4146353000)","13,140","6,203","          2.12","6,829","6,311","          1.08"
"경기도 용인시 기흥구 보라동(4146353500)","33,202","12,449","          2.67","16,375","16,827","          0.97"
"경기도 용인시 기흥구 기흥동(4146354000)","21,572","9,094","          2.37","10,719","10,853","          0.99"
"경기도 용인시 기흥구 서농동(4146355000)","26,171","11,951","          2.19","13,406","12,765","          1.05"
"경기도 용인시 기흥구 구성동(4146356000)","40,145","15,539","          2.58","19,366","20,779","          0.93"
"경기도 용인시 기흥구 마북동(4146357000)","31,979","12,428","          2.57","15,640","16,339","          0.96"
"경기도 용인시 기흥구 동백1동(4146357200)","32,520","11,652","          2.79","15,590","16,930","          0.92"
"경기도 용인시 기흥구 동백2동(4146357500)","27,066","9,362","          2.89","13,302","13,764","          0.97"
"경기도 용인시 기흥구 동백3동(4146357700)","26,749","9,945","          2.69","13,034","13,715","          0.95"
"경기도 용인시 기흥구 상하동(4146358600)","24,169","9,184","          2.63","11,725","12,444","          0.94"
"경기도 용인시 기흥구 보정동(4146359000)","35,930","13,324","          2.70","17,648","18,282","          0.97"
"경기도 용인시 수지구 (4146500000)","375,834","141,525","          2.66","183,190","192,644","          0.95"
"경기도 용인시 수지구 풍덕천1동(4146551000)","35,974","15,865","          2.27","18,001","17,973","          1.00"
"경기도 용인시 수지구 풍덕천2동(4146552000)","40,818","14,954","          2.73","20,042","20,776","          0.96"
"경기도 용인시 수지구 신봉동(4146553000)","39,148","13,977","          2.80","18,940","20,208","          0.94"
"경기도 용인시 수지구 죽전1동(4146554000)","28,787","10,700","          2.69","13,930","14,857","          0.94"
"경기도 용인시 수지구 죽전2동(4146555000)","18,280","7,724","          2.37","9,088","9,192","          0.99"
"경기도 용인시 수지구 죽전3동(4146555500)","26,829","10,672","          2.51","12,948","13,881","          0.93"
"경기도 용인시 수지구 동천동(4146556000)","50,487","19,496","          2.59","24,862","25,625","          0.97"
"경기도 용인시 수지구 상현1동(4146557000)","20,227","6,719","          3.01","9,688","10,539","          0.92"
"경기도 용인시 수지구 상현2동(4146558000)","33,042","11,493","          2.87","16,049","16,993","          0.94"
"경기도 용인시 수지구 상현3동(4146558500)","27,704","11,109","          2.49","13,362","14,342","          0.93"
"경기도 용인시 수지구 성복동(4146559000)","54,538","18,816","          2.90","26,280","28,258","          0.93"
"경기도 파주시 (4148000000)","487,831","215,138","          2.27","247,681","240,150","          1.03"
"경기도 파주시 문산읍(4148025000)","48,356","22,066","          2.19","24,873","23,483","          1.06"
"경기도 파주시 파주읍(4148025300)","13,688","7,534","          1.82","7,289","6,399","          1.14"
"경기도 파주시 법원읍(4148025600)","10,376","5,634","          1.84","5,543","4,833","          1.15"
"경기도 파주시 조리읍(4148026200)","29,489","12,993","          2.27","14,968","14,521","          1.03"
"경기도 파주시 월롱면(4148031000)","9,634","7,364","          1.31","6,547","3,087","          2.12"
"경기도 파주시 탄현면(4148032000)","13,510","7,420","          1.82","7,376","6,134","          1.20"
"경기도 파주시 광탄면(4148035000)","11,137","6,021","          1.85","6,093","5,044","          1.21"
"경기도 파주시 파평면(4148036000)","3,829","2,129","          1.80","2,030","1,799","          1.13"
"경기도 파주시 적성면(4148037000)","7,337","3,699","          1.98","4,004","3,333","          1.20"
"경기도 파주시 장단면(4148039000)","709","306","          2.32","371","338","          1.10"
"경기도 파주시 금촌1동(4148051000)","22,474","12,746","          1.76","12,064","10,410","          1.16"
"경기도 파주시 금촌2동(4148052000)","32,523","13,145","          2.47","15,870","16,653","          0.95"
"경기도 파주시 금촌3동(4148053000)","27,428","11,535","          2.38","14,031","13,397","          1.05"
"경기도 파주시 교하동(4148054000)","55,006","22,283","          2.47","27,825","27,181","          1.02"
"경기도 파주시 운정1동(4148055000)","52,185","21,396","          2.44","25,633","26,552","          0.97"
"경기도 파주시 운정2동(4148056000)","63,053","24,198","          2.61","30,735","32,318","          0.95"
"경기도 파주시 운정3동(4148057000)","87,097","34,669","          2.51","42,429","44,668","          0.95"
"경기도 이천시 (4150000000)","223,948","103,170","          2.17","116,438","107,510","          1.08"
"경기도 이천시 장호원읍(4150025000)","14,420","6,677","          2.16","7,288","7,132","          1.02"
"경기도 이천시 부발읍(4150025300)","36,005","15,873","          2.27","19,125","16,880","          1.13"
"경기도 이천시 신둔면(4150031000)","14,217","6,764","          2.10","7,451","6,766","          1.10"
"경기도 이천시 백사면(4150032000)","11,438","5,099","          2.24","5,840","5,598","          1.04"
"경기도 이천시 호법면(4150033000)","6,460","3,598","          1.80","3,514","2,946","          1.19"
"경기도 이천시 마장면(4150034000)","15,858","8,257","          1.92","8,647","7,211","          1.20"
"경기도 이천시 대월면(4150035000)","14,493","7,721","          1.88","7,412","7,081","          1.05"
"경기도 이천시 모가면(4150036000)","4,369","2,318","          1.88","2,339","2,030","          1.15"
"경기도 이천시 설성면(4150037000)","4,685","2,524","          1.86","2,485","2,200","          1.13"
"경기도 이천시 율면(4150038000)","2,631","1,463","          1.80","1,370","1,261","          1.09"
"경기도 이천시 창전동(4150051000)","16,770","8,559","          1.96","8,480","8,290","          1.02"
"경기도 이천시 증포동(4150051500)","57,272","20,839","          2.75","28,533","28,739","          0.99"
"경기도 이천시 중리동(4150052000)","15,099","8,448","          1.79","8,683","6,416","          1.35"
"경기도 이천시 관고동(4150053000)","10,231","5,030","          2.03","5,271","4,960","          1.06"
"경기도 안성시 (4155000000)","189,988","90,133","          2.11","98,110","91,878","          1.07"
"경기도 안성시 공도읍(4155025000)","60,028","25,919","          2.32","30,282","29,746","          1.02"
"경기도 안성시 보개면(4155031000)","5,295","2,668","          1.98","2,807","2,488","          1.13"
"경기도 안성시 금광면(4155032000)","7,318","3,612","          2.03","3,655","3,663","          1.00"
